"","organization","IPC1_US","IPC2_US","IPC3_US","organization_cleaned","pot_parent","pot_parent_country","IPC1","IPC2","IPC3","pot_parent_cleaned","name_diff_lv","name_diff_osa","name_diff_dl","name_diff_cosine","name_diff_jw","name_diff_jac","match"
"183","aetas","G03G","H04N","B41J","aetas","aeon motor",NA,NA,NA,NA,"aeon",3,3,3,0.433053290486159,0.366666666666667,0.666666666666667,NA
"184","aethon","G06Q","G05D","G05B","aethon","aeon motor",NA,NA,NA,NA,"aeon",2,2,2,0.183503419072274,0.111111111111111,0.333333333333333,NA
"185","aetna","G06F","G06Q","H04L","aetna","aeon motor",NA,NA,NA,NA,"aeon",2,2,2,0.244071053981546,0.216666666666667,0.4,NA
"186","aga medical","A61B","A61F","A61M","aga","agc","JP","C03C","C08F","B32B","agc",1,1,1,0.225403330758517,0.222222222222222,0.333333333333333,NA
"187","agami systems","G06F","H04L",NA,"agami","agc","JP","C03C","C08F","B32B","agc",3,3,3,0.345346329292023,0.311111111111111,0.6,NA
"188","agc automotive americas","B60J","H05B","G01R","agc","agc","JP","C03C","C08F","B32B","agc",0,0,0,0,0,0,1
"189","agco","A01D","A01F","A01B","agco","agc","JP","C03C","C08F","B32B","agc",1,1,1,0.133974596215561,0.0833333333333334,0.25,NA
"190","agdia","G01N","C12Q",NA,"agdia","agc","JP","C03C","C08F","B32B","agc",3,3,3,0.345346329292023,0.311111111111111,0.6,NA
"191","agere systems","H01L","H04L","G06F","agere","agc","JP","C03C","C08F","B32B","agc",3,3,3,0.563564219528015,0.311111111111111,0.6,NA
"192","agf manufacturing","A62C","F16K","B08B","agf","agc","JP","C03C","C08F","B32B","agc",1,1,1,0.333333333333333,0.222222222222222,0.5,NA
"193","agfa","H04N","B41J","B65H","agfa","agc","JP","C03C","C08F","B32B","agc",2,2,2,0.292893218813452,0.277777777777778,0.5,NA
"194","agile software","G06Q","G06F",NA,"agile","agc","JP","C03C","C08F","B32B","agc",3,3,3,0.483602220505678,0.311111111111111,0.666666666666667,NA
"195","agile therapeutics","A61K","A01F","A01N","agile","agc","JP","C03C","C08F","B32B","agc",3,3,3,0.483602220505678,0.311111111111111,0.666666666666667,NA
"196","agion","A01N","C08K","A61L","agion","agc","JP","C03C","C08F","B32B","agc",3,3,3,0.483602220505678,0.311111111111111,0.666666666666667,NA
"197","agios pharmaceuticals","A61K","C07D","C12Q","agios","agc","JP","C03C","C08F","B32B","agc",3,3,3,0.483602220505678,0.311111111111111,0.666666666666667,NA
"198","agr","G01B","B29C","B25J","agr","agc","JP","C03C","C08F","B32B","agc",1,1,1,0.333333333333333,0.222222222222222,0.5,NA
"199","ags","G07F","A63F",NA,"ags","agc","JP","C03C","C08F","B32B","agc",1,1,1,0.333333333333333,0.222222222222222,0.5,NA
"200","agway","A23K","A61K","A23B","agway","agc","JP","C03C","C08F","B32B","agc",3,3,3,0.345346329292023,0.311111111111111,0.6,NA
"201","agy therapeutics","A61K","C12N","C12Q","agy","agc","JP","C03C","C08F","B32B","agc",1,1,1,0.333333333333333,0.222222222222222,0.5,NA
"202","agfa gevaert","G03C","B41M","C07D","agfa gevaert","agfa gevaert","BE","G03C","B41C","B41M","agfa gevaert",0,0,0,0,0,0,1
"203","aga medical","A61B","A61F","A61M","aga","agip spa","IT","F04B",NA,NA,"agip",2,2,2,0.329179606750063,0.277777777777778,0.5,NA
"204","agami systems","G06F","H04L",NA,"agami","agip spa","IT","F04B",NA,NA,"agip",3,3,3,0.244071053981546,0.366666666666667,0.4,NA
"205","agc automotive americas","B60J","H05B","G01R","agc","agip spa","IT","F04B",NA,NA,"agip",2,2,2,0.422649730810374,0.277777777777778,0.6,NA
"206","agco","A01D","A01F","A01B","agco","agip spa","IT","F04B",NA,NA,"agip",2,2,2,0.5,0.333333333333333,0.666666666666667,NA
"207","agdia","G01N","C12Q",NA,"agdia","agip spa","IT","F04B",NA,NA,"agip",2,2,2,0.244071053981546,0.216666666666667,0.4,NA
"208","agere systems","H01L","H04L","G06F","agere","agip spa","IT","F04B",NA,NA,"agip",3,3,3,0.622035526990773,0.366666666666667,0.666666666666667,NA
"209","agf manufacturing","A62C","F16K","B08B","agf","agip spa","IT","F04B",NA,NA,"agip",2,2,2,0.422649730810374,0.277777777777778,0.6,NA
"210","agfa","H04N","B41J","B65H","agfa","agip spa","IT","F04B",NA,NA,"agip",2,2,2,0.387627564304205,0.333333333333333,0.6,NA
"211","agile software","G06Q","G06F",NA,"agile","agip spa","IT","F04B",NA,NA,"agip",2,2,2,0.329179606750063,0.216666666666667,0.5,NA
"212","agile therapeutics","A61K","A01F","A01N","agile","agip spa","IT","F04B",NA,NA,"agip",2,2,2,0.329179606750063,0.216666666666667,0.5,NA
"213","agilyx","C10B","C10G","B29B","agilyx","agip spa","IT","F04B",NA,NA,"agip",3,3,3,0.387627564304205,0.25,0.571428571428571,NA
"214","agion","A01N","C08K","A61L","agion","agip spa","IT","F04B",NA,NA,"agip",2,2,2,0.329179606750063,0.216666666666667,0.5,NA
"215","agios pharmaceuticals","A61K","C07D","C12Q","agios","agip spa","IT","F04B",NA,NA,"agip",2,2,2,0.329179606750063,0.216666666666667,0.5,NA
"216","agr","G01B","B29C","B25J","agr","agip spa","IT","F04B",NA,NA,"agip",2,2,2,0.422649730810374,0.277777777777778,0.6,NA
"217","ags","G07F","A63F",NA,"ags","agip spa","IT","F04B",NA,NA,"agip",2,2,2,0.422649730810374,0.277777777777778,0.6,NA
"218","agway","A23K","A61K","A23B","agway","agip spa","IT","F04B",NA,NA,"agip",3,3,3,0.433053290486159,0.366666666666667,0.666666666666667,NA
"219","agy therapeutics","A61K","C12N","C12Q","agy","agip spa","IT","F04B",NA,NA,"agip",2,2,2,0.422649730810374,0.277777777777778,0.6,NA
"220","air","B60H","B25B","F16B","air","airbus operations","FR","B64D","B64C","G06F","airbus",3,3,3,0.292893218813452,0.166666666666667,0.5,NA
"221","airbnb","G06Q","G06F","H04L","airbnb","airbus operations","FR","B64D","B64C","G06F","airbus",2,2,2,0.278312163512968,0.222222222222222,0.428571428571429,NA
"222","airborn","H01R","G06K","H01L","airborn","airbus operations","FR","B64D","B64C","G06F","airbus",3,3,3,0.319586182560228,0.253968253968254,0.5,NA
"223","aircast","A61F","A61H","A61B","aircast","airbus operations","FR","B64D","B64C","G06F","airbus",3,3,3,0.319586182560228,0.253968253968254,0.5,NA
"224","airco","A61M","A61G","H01L","airco","airbus operations","FR","B64D","B64C","G06F","airbus",3,3,3,0.452277442494834,0.3,0.625,NA
"225","aircom manufacturing","A01K","A61D","B01D","aircom","airbus operations","FR","B64D","B64C","G06F","airbus",3,3,3,0.5,0.333333333333333,0.666666666666667,NA
"226","airdex","B65D","B32B","B29C","airdex","airbus operations","FR","B64D","B64C","G06F","airbus",3,3,3,0.5,0.333333333333333,0.666666666666667,NA
"227","airgas","G01N","B01J","F17D","airgas","airbus operations","FR","B64D","B64C","G06F","airbus",2,2,2,0.278312163512968,0.222222222222222,0.428571428571429,NA
"228","airhop communications","H04W","H04L","H04J","airhop","airbus operations","FR","B64D","B64C","G06F","airbus",3,3,3,0.5,0.333333333333333,0.666666666666667,NA
"229","airmar","G01S","G01P","G01W","airmar","airbus operations","FR","B64D","B64C","G06F","airbus",3,3,3,0.354502775632097,0.333333333333333,0.571428571428571,NA
"230","airnet communications","H04W","H04B","H04L","airnet","airbus operations","FR","B64D","B64C","G06F","airbus",3,3,3,0.5,0.333333333333333,0.666666666666667,NA
"231","airpax","H01H","G01K","G01R","airpax","airbus operations","FR","B64D","B64C","G06F","airbus",3,3,3,0.422649730810374,0.333333333333333,0.625,NA
"232","airsep","B01D","A61M","F16K","airsep","airbus operations","FR","B64D","B64C","G06F","airbus",3,3,3,0.333333333333333,0.222222222222222,0.5,NA
"233","airway","A45C","A61F","A61M","airway","airbus operations","FR","B64D","B64C","G06F","airbus",3,3,3,0.422649730810374,0.333333333333333,0.625,NA
"234","industrial air","B01D","F24F","F23L","air","airbus operations","FR","B64D","B64C","G06F","airbus",3,3,3,0.292893218813452,0.166666666666667,0.5,NA
"235","ai therapeutics","A61K",NA,NA,"ai","aiwa","JP","G11B","H04N","H04W","aiwa",2,2,2,0.133974596215561,0.166666666666667,0.333333333333333,NA
"236","ail","F02D","F02M","F28D","ail","aiwa","JP","G11B","H04N","H04W","aiwa",2,2,2,0.292893218813452,0.277777777777778,0.5,NA
"237","ail systems","H01Q","G01S","G01J","ail","aiwa","JP","G11B","H04N","H04W","aiwa",2,2,2,0.292893218813452,0.277777777777778,0.5,NA
"238","air","B60H","B25B","F16B","air","aiwa","JP","G11B","H04N","H04W","aiwa",2,2,2,0.292893218813452,0.277777777777778,0.5,NA
"239","airco","A61M","A61G","H01L","airco","aiwa","JP","G11B","H04N","H04W","aiwa",3,3,3,0.452277442494834,0.366666666666667,0.666666666666667,NA
"240","airgas","G01N","B01J","F17D","airgas","aiwa","JP","G11B","H04N","H04W","aiwa",3,3,3,0.278312163512968,0.25,0.666666666666667,NA
"241","airmar","G01S","G01P","G01W","airmar","aiwa","JP","G11B","H04N","H04W","aiwa",3,3,3,0.354502775632097,0.25,0.6,NA
"242","airpax","H01H","G01K","G01R","airpax","aiwa","JP","G11B","H04N","H04W","aiwa",3,3,3,0.278312163512968,0.25,0.666666666666667,NA
"243","airware","G01N","A62B","G01J","airware","aiwa","JP","G11B","H04N","H04W","aiwa",3,3,3,0.261451054124003,0.142857142857143,0.4,NA
"244","airway","A45C","A61F","A61M","airway","aiwa","JP","G11B","H04N","H04W","aiwa",2,2,2,0.133974596215561,0.111111111111111,0.4,NA
"245","industrial air","B01D","F24F","F23L","air","aiwa","JP","G11B","H04N","H04W","aiwa",2,2,2,0.292893218813452,0.277777777777778,0.5,NA
"246","alcatel lucent","H04L","H04W","H04B","alcatel lucent","alcatel lucent","FR","H04L","H04W","H04B","alcatel lucent",0,0,0,0,0,0,1
"247","alaris","G10L","H04N","G06F","alaris","alchip","TW","H03B","G06F","H03K","alchip",3,3,3,0.422649730810374,0.333333333333333,0.625,NA
"248","alaris medical systems","A61M","A61B","G06F","alaris","alchip","TW","H03B","G06F","H03K","alchip",3,3,3,0.422649730810374,0.333333333333333,0.625,NA
"249","alces","G02B","H04N","H01L","alces","alchip","TW","H03B","G06F","H03K","alchip",3,3,3,0.452277442494834,0.3,0.625,NA
"250","alchemix","C01B","C10J","C10L","alchemix","alchip","TW","H03B","G06F","H03K","alchip",3,3,3,0.278312163512968,0.180555555555556,0.444444444444444,NA
"251","alcide","A01N","A61K","A23L","alcide","alchip","TW","H03B","G06F","H03K","alchip",3,3,3,0.333333333333333,0.222222222222222,0.5,NA
"252","alco","A01K","B21D","B01D","alco","alchip","TW","H03B","G06F","H03K","alchip",3,3,3,0.387627564304205,0.25,0.571428571428571,NA
"253","alcoa","C25C","C22C","B22D","alcoa","alchip","TW","H03B","G06F","H03K","alchip",3,3,3,0.382786600151632,0.3,0.571428571428571,NA
"254","alcon","A61F","A61K","A61B","alcon","alchip","TW","H03B","G06F","H03K","alchip",3,3,3,0.452277442494834,0.3,0.625,NA
"255","alcon laboratories","A61K","C07D","A61F","alcon","alchip","TW","H03B","G06F","H03K","alchip",3,3,3,0.452277442494834,0.3,0.625,NA
"256","alcon manufacturing","A61K","A61F","C07C","alcon","alchip","TW","H03B","G06F","H03K","alchip",3,3,3,0.452277442494834,0.3,0.625,NA
"257","alesis","G11B","H04L","H04R","alesis","alchip","TW","H03B","G06F","H03K","alchip",3,3,3,0.566987298107781,0.333333333333333,0.625,NA
"258","ali","B24D","B65D","A47F","ali","alchip","TW","H03B","G06F","H03K","alchip",3,3,3,0.292893218813452,0.166666666666667,0.5,NA
"259","alis","B81B","H01J",NA,"alis","alchip","TW","H03B","G06F","H03K","alchip",3,3,3,0.387627564304205,0.25,0.571428571428571,NA
"260","allsop","G11B","B62K","F21S","allsop","alchip","TW","H03B","G06F","H03K","alchip",3,3,3,0.422649730810374,0.333333333333333,0.625,NA
"261","alohar mobile","H04W","H04L","G06Q","alohar","alchip","TW","H03B","G06F","H03K","alchip",3,3,3,0.422649730810374,0.333333333333333,0.625,NA
"262","alpha","H02J","B23D","H01L","alpha","alchip","TW","H03B","G06F","H03K","alchip",3,3,3,0.228483250189541,0.3,0.333333333333333,NA
"263","alpha  services","G01N",NA,NA,"alpha","alchip","TW","H03B","G06F","H03K","alchip",3,3,3,0.228483250189541,0.3,0.333333333333333,NA
"264","alphion","H04B","H04Q","G02B","alphion","alchip","TW","H03B","G06F","H03K","alchip",3,3,3,0.228483250189541,0.253968253968254,0.375,NA
"265","altair","G06F","F21V","B62D","altair","alchip","TW","H03B","G06F","H03K","alchip",3,3,3,0.422649730810374,0.333333333333333,0.625,NA
"266","althea","A61K","C12Q","C07K","althea","alchip","TW","H03B","G06F","H03K","alchip",3,3,3,0.422649730810374,0.333333333333333,0.625,NA
"267","althin medical","G06F","B01D","A61M","althin","alchip","TW","H03B","G06F","H03K","alchip",2,2,2,0.333333333333333,0.222222222222222,0.5,NA
"268","alwin manufacturing","A47K","B65H","H02P","alwin","alchip","TW","H03B","G06F","H03K","alchip",3,3,3,0.452277442494834,0.3,0.625,NA
"269","alamo","A01D","E01H","B60P","alamo","alcon","CH","A61K","A61F","A61B","alcon",3,3,3,0.323876596217187,0.266666666666667,0.5,NA
"270","alara","G01T","G03B","A61B","alara","alcon","CH","A61K","A61F","A61B","alcon",3,3,3,0.460640110029406,0.4,0.666666666666667,NA
"271","alba therapeutics","A61K","C07K","A01N","alba","alcon","CH","A61K","A61F","A61B","alcon",3,3,3,0.452277442494834,0.366666666666667,0.666666666666667,NA
"272","albany","D21F","B01D","D04H","albany","alcon","CH","A61K","A61F","A61B","alcon",3,3,3,0.367544467966324,0.3,0.571428571428571,NA
"273","albion","A61K","C07C","A23L","albion","alcon","CH","A61K","A61F","A61B","alcon",2,2,2,0.269703256659779,0.177777777777778,0.428571428571429,NA
"274","alces","G02B","H04N","H01L","alces","alcon","CH","A61K","A61F","A61B","alcon",2,2,2,0.4,0.266666666666667,0.571428571428571,NA
"275","alcide","A01N","A61K","A23L","alcide","alcon","CH","A61K","A61F","A61B","alcon",3,3,3,0.452277442494834,0.3,0.625,NA
"276","alco","A01K","B21D","B01D","alco","alcon","CH","A61K","A61F","A61B","alcon",1,1,1,0.105572809000084,0.0666666666666668,0.2,NA
"277","alcoa","C25C","C22C","B22D","alcoa","alcon","CH","A61K","A61F","A61B","alcon",1,1,1,0.154845745271484,0.133333333333333,0.2,NA
"278","alcon","A61F","A61K","A61B","alcon","alcon","CH","A61K","A61F","A61B","alcon",0,0,0,0,0,0,1
"279","alcon laboratories","A61K","C07D","A61F","alcon","alcon","CH","A61K","A61F","A61B","alcon",0,0,0,0,0,0,1
"280","alcon manufacturing","A61K","A61F","C07C","alcon","alcon","CH","A61K","A61F","A61B","alcon",0,0,0,0,0,0,1
"281","alcotek","G01N","A61B","G01D","alcotek","alcon","CH","A61K","A61F","A61B","alcon",3,3,3,0.323876596217187,0.20952380952381,0.5,NA
"282","alden laboratories","F16F","A41D","A43B","alden","alcon","CH","A61K","A61F","A61B","alcon",2,2,2,0.4,0.266666666666667,0.571428571428571,NA
"283","alector","A61K","C07K",NA,"alector","alcon","CH","A61K","A61F","A61B","alcon",3,3,3,0.323876596217187,0.20952380952381,0.5,NA
"284","alereon","H04B","H04W","H04L","alereon","alcon","CH","A61K","A61F","A61B","alcon",3,3,3,0.403715206000056,0.20952380952381,0.428571428571429,NA
"285","alexion pharmaceuticals","A61K","C07K","C12N","alexion","alcon","CH","A61K","A61F","A61B","alcon",3,3,3,0.323876596217187,0.20952380952381,0.5,NA
"286","alg","G06Q","C12N","C07K","alg","alcon","CH","A61K","A61F","A61B","alcon",3,3,3,0.483602220505678,0.311111111111111,0.666666666666667,NA
"287","algae systems","C12M","C10L",NA,"algae","alcon","CH","A61K","A61F","A61B","alcon",3,3,3,0.49290744716289,0.4,0.714285714285714,NA
"288","algos therapeutics","A61K","A01K",NA,"algos","alcon","CH","A61K","A61F","A61B","alcon",2,2,2,0.4,0.266666666666667,0.571428571428571,NA
"289","ali","B24D","B65D","A47F","ali","alcon","CH","A61K","A61F","A61B","alcon",3,3,3,0.483602220505678,0.311111111111111,0.666666666666667,NA
"290","alien","H01L","G06K","H05K","alien","alcon","CH","A61K","A61F","A61B","alcon",2,2,2,0.4,0.266666666666667,0.571428571428571,NA
"291","align","A61C","A61B","G06Q","align","alcon","CH","A61K","A61F","A61B","alcon",2,2,2,0.4,0.266666666666667,0.571428571428571,NA
"292","alion energy","H02S","F24S","F24J","alion","alcon","CH","A61K","A61F","A61B","alcon",1,1,1,0.2,0.133333333333333,0.333333333333333,NA
"293","alis","B81B","H01J",NA,"alis","alcon","CH","A61K","A61F","A61B","alcon",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"294","allen","E04F","E01C","B29C","allen","alcon","CH","A61K","A61F","A61B","alcon",2,2,2,0.323876596217187,0.266666666666667,0.5,NA
"295","allen medical systems","A61G","A61F","A61B","allen","alcon","CH","A61K","A61F","A61B","alcon",2,2,2,0.323876596217187,0.266666666666667,0.5,NA
"296","allos therapeutics","A61K","C07D","A61B","allos","alcon","CH","A61K","A61F","A61B","alcon",2,2,2,0.323876596217187,0.266666666666667,0.5,NA
"297","allsop","G11B","B62K","F21S","allsop","alcon","CH","A61K","A61F","A61B","alcon",3,3,3,0.367544467966324,0.3,0.571428571428571,NA
"298","alm holding","C11D","E01C","C08L","alm","alcon","CH","A61K","A61F","A61B","alcon",3,3,3,0.483602220505678,0.311111111111111,0.666666666666667,NA
"299","almex","B22D","C22B","F27B","almex","alcon","CH","A61K","A61F","A61B","alcon",3,3,3,0.6,0.4,0.75,NA
"300","alpha","H02J","B23D","H01L","alpha","alcon","CH","A61K","A61F","A61B","alcon",3,3,3,0.49290744716289,0.4,0.714285714285714,NA
"301","alpha  services","G01N",NA,NA,"alpha","alcon","CH","A61K","A61F","A61B","alcon",3,3,3,0.49290744716289,0.4,0.714285714285714,NA
"302","alphion","H04B","H04Q","G02B","alphion","alcon","CH","A61K","A61F","A61B","alcon",3,3,3,0.323876596217187,0.20952380952381,0.5,NA
"303","alps automotive","B60R","G07C","H01C","alps","alcon","CH","A61K","A61F","A61B","alcon",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"304","alsons","E03C","B05B","F16K","alsons","alcon","CH","A61K","A61F","A61B","alcon",2,2,2,0.367544467966324,0.177777777777778,0.333333333333333,NA
"305","altea","A61B","A61N","A61K","altea","alcon","CH","A61K","A61F","A61B","alcon",3,3,3,0.49290744716289,0.4,0.714285714285714,NA
"306","altea therapeutics","A61B","A61N","A61K","altea","alcon","CH","A61K","A61F","A61B","alcon",3,3,3,0.49290744716289,0.4,0.714285714285714,NA
"307","altec","B66F","A61B","B66C","altec","alcon","CH","A61K","A61F","A61B","alcon",3,3,3,0.4,0.4,0.571428571428571,NA
"308","alteon","A61K","G01N","C07D","alteon","alcon","CH","A61K","A61F","A61B","alcon",2,2,2,0.269703256659779,0.177777777777778,0.428571428571429,NA
"309","althin medical","G06F","B01D","A61M","althin","alcon","CH","A61K","A61F","A61B","alcon",3,3,3,0.452277442494834,0.3,0.625,NA
"310","alto","A61Q","G10H","F16D","alto","alcon","CH","A61K","A61F","A61B","alcon",2,2,2,0.329179606750063,0.216666666666667,0.5,NA
"311","altocom","H04L","H04M","H03H","altocom","alcon","CH","A61K","A61F","A61B","alcon",3,3,3,0.25464400750007,0.292857142857143,0.428571428571429,NA
"312","altr solutions","G06F","H04L",NA,"altr","alcon","CH","A61K","A61F","A61B","alcon",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"313","altra","G01S","G06F","B60K","altra","alcon","CH","A61K","A61F","A61B","alcon",3,3,3,0.49290744716289,0.4,0.714285714285714,NA
"314","altus","H01M","F04B",NA,"altus","alcon","CH","A61K","A61F","A61B","alcon",3,3,3,0.6,0.4,0.75,NA
"315","altus pharmaceuticals","A61K","C12N","G01N","altus","alcon","CH","A61K","A61F","A61B","alcon",3,3,3,0.6,0.4,0.75,NA
"316","alvey","B65G","B60G",NA,"alvey","alcon","CH","A61K","A61F","A61B","alcon",3,3,3,0.6,0.4,0.75,NA
"317","alvine pharmaceuticals","A61K","C12N","C12Y","alvine","alcon","CH","A61K","A61F","A61B","alcon",3,3,3,0.452277442494834,0.3,0.625,NA
"318","alwin manufacturing","A47K","B65H","H02P","alwin","alcon","CH","A61K","A61F","A61B","alcon",2,2,2,0.4,0.266666666666667,0.571428571428571,NA
"319","alyn","C22C","B22D","A61L","alyn","alcon","CH","A61K","A61F","A61B","alcon",2,2,2,0.329179606750063,0.216666666666667,0.5,NA
"320","alza","A61K","A61N","A61M","alza","alcon","CH","A61K","A61F","A61B","alcon",3,3,3,0.452277442494834,0.366666666666667,0.666666666666667,NA
"321","alzo","A61K","A61Q","C07C","alzo","alcon","CH","A61K","A61F","A61B","alcon",2,2,2,0.329179606750063,0.216666666666667,0.5,NA
"322","alfa laval","B04B","A01J","F16K","alfa laval","alfa laval","SE","A01J",NA,NA,"alfa laval",0,0,0,0,0,0,1
"323","alara","G01T","G03B","A61B","alara","alibaba  holding","CN","G06T",NA,NA,"alibaba",3,3,3,0.221501055838477,0.20952380952381,0.6,NA
"324","alba therapeutics","A61K","C07K","A01N","alba","alibaba  holding","CN","G06T",NA,NA,"alibaba",3,3,3,0.0513167019494862,0.142857142857143,0.25,NA
"325","albany","D21F","B01D","D04H","albany","alibaba  holding","CN","G06T",NA,NA,"alibaba",3,3,3,0.178416163742251,0.253968253968254,0.5,NA
